census_block_id,state_code,state,state_name,county_code,county,tract,block_group,congressional_district,incorporated_place,unified_school_district,legislative_district_upper,legislative_district_lower,voting_district
440010301003017,44,RI,Rhode Island,1,Bristol County,30100,3,01,NA,30,032,066,440103
440010301003018,44,RI,Rhode Island,1,Bristol County,30100,3,01,NA,30,032,066,440103
440010301003019,44,RI,Rhode Island,1,Bristol County,30100,3,01,NA,30,032,066,440103
440010301003020,44,RI,Rhode Island,1,Bristol County,30100,3,01,NA,30,032,066,440103
440010301003021,44,RI,Rhode Island,1,Bristol County,30100,3,01,NA,30,032,066,440103
440010301003022,44,RI,Rhode Island,1,Bristol County,30100,3,01,NA,30,032,066,440103
440010301003023,44,RI,Rhode Island,1,Bristol County,30100,3,01,NA,30,032,066,440103
440010301003024,44,RI,Rhode Island,1,Bristol County,30100,3,01,NA,30,032,066,440103
440010301003025,44,RI,Rhode Island,1,Bristol County,30100,3,01,NA,30,032,066,440102
440010301003026,44,RI,Rhode Island,1,Bristol County,30100,3,01,NA,30,032,066,440102
440010301003027,44,RI,Rhode Island,1,Bristol County,30100,3,01,NA,30,032,066,440102
440010301003028,44,RI,Rhode Island,1,Bristol County,30100,3,01,NA,30,032,066,440102
440010301003029,44,RI,Rhode Island,1,Bristol County,30100,3,01,NA,30,032,066,440102
440010301003030,44,RI,Rhode Island,1,Bristol County,30100,3,01,NA,30,032,066,440102
440010301003031,44,RI,Rhode Island,1,Bristol County,30100,3,01,NA,30,032,066,440102
440010301003032,44,RI,Rhode Island,1,Bristol County,30100,3,01,NA,30,032,066,440102
440010301003033,44,RI,Rhode Island,1,Bristol County,30100,3,01,NA,30,032,066,440102
440010301003034,44,RI,Rhode Island,1,Bristol County,30100,3,01,NA,30,032,066,440102
440010301003035,44,RI,Rhode Island,1,Bristol County,30100,3,01,NA,30,032,066,440102
440010301003036,44,RI,Rhode Island,1,Bristol County,30100,3,01,NA,30,032,066,440103
440010301003037,44,RI,Rhode Island,1,Bristol County,30100,3,01,NA,30,032,066,440103
440010301003038,44,RI,Rhode Island,1,Bristol County,30100,3,01,NA,30,032,066,440103
440010301003039,44,RI,Rhode Island,1,Bristol County,30100,3,01,NA,30,032,066,440103
440010301003040,44,RI,Rhode Island,1,Bristol County,30100,3,01,NA,30,032,066,440102
440010301003041,44,RI,Rhode Island,1,Bristol County,30100,3,01,NA,30,032,066,440103
440010301003042,44,RI,Rhode Island,1,Bristol County,30100,3,01,NA,30,032,066,440103
440010301004000,44,RI,Rhode Island,1,Bristol County,30100,4,01,NA,30,032,066,440101
440010301004001,44,RI,Rhode Island,1,Bristol County,30100,4,01,NA,30,032,066,440101
440010301004002,44,RI,Rhode Island,1,Bristol County,30100,4,01,NA,30,032,066,440101
440010301004003,44,RI,Rhode Island,1,Bristol County,30100,4,01,NA,30,032,066,440101
440010301004004,44,RI,Rhode Island,1,Bristol County,30100,4,01,NA,30,032,066,440101
440010301004005,44,RI,Rhode Island,1,Bristol County,30100,4,01,NA,30,032,066,440101
440010301004006,44,RI,Rhode Island,1,Bristol County,30100,4,01,NA,30,032,066,440102
440010301004007,44,RI,Rhode Island,1,Bristol County,30100,4,01,NA,30,032,066,440102
440010301004008,44,RI,Rhode Island,1,Bristol County,30100,4,01,NA,30,032,066,440101
440010301004009,44,RI,Rhode Island,1,Bristol County,30100,4,01,NA,30,032,066,440101
440010301004010,44,RI,Rhode Island,1,Bristol County,30100,4,01,NA,30,032,066,440102
440010301004011,44,RI,Rhode Island,1,Bristol County,30100,4,01,NA,30,032,066,440102
440010301004012,44,RI,Rhode Island,1,Bristol County,30100,4,01,NA,30,032,066,440102
440010301004013,44,RI,Rhode Island,1,Bristol County,30100,4,01,NA,30,032,066,440102
440010301004014,44,RI,Rhode Island,1,Bristol County,30100,4,01,NA,30,032,066,440102
440010301004015,44,RI,Rhode Island,1,Bristol County,30100,4,01,NA,30,032,066,440102
440010301004016,44,RI,Rhode Island,1,Bristol County,30100,4,01,NA,30,032,066,440102
440010301004017,44,RI,Rhode Island,1,Bristol County,30100,4,01,NA,30,032,066,440102
440010301004018,44,RI,Rhode Island,1,Bristol County,30100,4,01,NA,30,032,066,440102
440010301004019,44,RI,Rhode Island,1,Bristol County,30100,4,01,NA,30,032,066,440102
440010301004020,44,RI,Rhode Island,1,Bristol County,30100,4,01,NA,30,032,066,440102
440010301004021,44,RI,Rhode Island,1,Bristol County,30100,4,01,NA,30,032,066,440102
440010301004022,44,RI,Rhode Island,1,Bristol County,30100,4,01,NA,30,032,066,440102
440010301004023,44,RI,Rhode Island,1,Bristol County,30100,4,01,NA,30,032,066,440102
440010301004024,44,RI,Rhode Island,1,Bristol County,30100,4,01,NA,30,032,066,440102
440010301004025,44,RI,Rhode Island,1,Bristol County,30100,4,01,NA,30,032,066,440102
440010301004026,44,RI,Rhode Island,1,Bristol County,30100,4,01,NA,30,032,066,440102
440010301004027,44,RI,Rhode Island,1,Bristol County,30100,4,01,NA,30,032,066,440102
440010301004028,44,RI,Rhode Island,1,Bristol County,30100,4,01,NA,30,032,066,440102
440010301004029,44,RI,Rhode Island,1,Bristol County,30100,4,01,NA,30,032,066,440102
440010301004030,44,RI,Rhode Island,1,Bristol County,30100,4,01,NA,30,032,066,440102
440010301004031,44,RI,Rhode Island,1,Bristol County,30100,4,01,NA,30,032,066,440102
440010301004032,44,RI,Rhode Island,1,Bristol County,30100,4,01,NA,30,032,066,440102
440010301004033,44,RI,Rhode Island,1,Bristol County,30100,4,01,NA,30,032,066,440101
440010302001000,44,RI,Rhode Island,1,Bristol County,30200,1,01,NA,30,032,067,440104
440010302001001,44,RI,Rhode Island,1,Bristol County,30200,1,01,NA,30,032,066,440101
440010302001002,44,RI,Rhode Island,1,Bristol County,30200,1,01,NA,30,032,066,440101
440010302001003,44,RI,Rhode Island,1,Bristol County,30200,1,01,NA,30,032,066,440101
440010302001004,44,RI,Rhode Island,1,Bristol County,30200,1,01,NA,30,032,066,440101
440010302001005,44,RI,Rhode Island,1,Bristol County,30200,1,01,NA,30,032,066,440101
440010302001006,44,RI,Rhode Island,1,Bristol County,30200,1,01,NA,30,032,066,440101
440010302001007,44,RI,Rhode Island,1,Bristol County,30200,1,01,NA,30,032,066,440101
440010302001008,44,RI,Rhode Island,1,Bristol County,30200,1,01,NA,30,032,066,440101
440010302001009,44,RI,Rhode Island,1,Bristol County,30200,1,01,NA,30,032,066,440101
440010302001010,44,RI,Rhode Island,1,Bristol County,30200,1,01,NA,30,032,066,440101
440010302001011,44,RI,Rhode Island,1,Bristol County,30200,1,01,NA,30,032,066,440101
440010302001012,44,RI,Rhode Island,1,Bristol County,30200,1,01,NA,30,032,066,440101
440010302001013,44,RI,Rhode Island,1,Bristol County,30200,1,01,NA,30,032,066,440101
440010302001014,44,RI,Rhode Island,1,Bristol County,30200,1,01,NA,30,032,066,440101
440010302001015,44,RI,Rhode Island,1,Bristol County,30200,1,01,NA,30,032,066,440101
440010302001016,44,RI,Rhode Island,1,Bristol County,30200,1,01,NA,30,032,066,440101
440010302001017,44,RI,Rhode Island,1,Bristol County,30200,1,01,NA,30,032,066,440101
440010302001018,44,RI,Rhode Island,1,Bristol County,30200,1,01,NA,30,032,066,440101
440010302001019,44,RI,Rhode Island,1,Bristol County,30200,1,01,NA,30,032,066,440101
440010302001020,44,RI,Rhode Island,1,Bristol County,30200,1,01,NA,30,032,066,440101
440010302001021,44,RI,Rhode Island,1,Bristol County,30200,1,01,NA,30,032,066,440101
440010302001022,44,RI,Rhode Island,1,Bristol County,30200,1,01,NA,30,032,066,440101
440010302001023,44,RI,Rhode Island,1,Bristol County,30200,1,01,NA,30,032,066,440101
440010302001024,44,RI,Rhode Island,1,Bristol County,30200,1,01,NA,30,032,066,440101
440010302001025,44,RI,Rhode Island,1,Bristol County,30200,1,01,NA,30,032,066,440101
440010302001026,44,RI,Rhode Island,1,Bristol County,30200,1,01,NA,30,032,066,440101
440010302001027,44,RI,Rhode Island,1,Bristol County,30200,1,01,NA,30,032,066,440101
440010302001028,44,RI,Rhode Island,1,Bristol County,30200,1,01,NA,30,032,066,440101
440010302001029,44,RI,Rhode Island,1,Bristol County,30200,1,01,NA,30,032,066,440101
440010302001030,44,RI,Rhode Island,1,Bristol County,30200,1,01,NA,30,032,066,440101
440010302001031,44,RI,Rhode Island,1,Bristol County,30200,1,01,NA,30,032,066,440101
440010302001032,44,RI,Rhode Island,1,Bristol County,30200,1,01,NA,30,032,066,440101
440010302001033,44,RI,Rhode Island,1,Bristol County,30200,1,01,NA,30,032,066,440101
440010302001034,44,RI,Rhode Island,1,Bristol County,30200,1,01,NA,30,032,066,440101
440010302001035,44,RI,Rhode Island,1,Bristol County,30200,1,01,NA,30,032,066,440101
440010302001036,44,RI,Rhode Island,1,Bristol County,30200,1,01,NA,30,032,066,440101
440010302002000,44,RI,Rhode Island,1,Bristol County,30200,2,01,NA,30,032,066,440101
440010302002001,44,RI,Rhode Island,1,Bristol County,30200,2,01,NA,30,032,066,440101
440010302002002,44,RI,Rhode Island,1,Bristol County,30200,2,01,NA,30,032,066,440102
440010302002003,44,RI,Rhode Island,1,Bristol County,30200,2,01,NA,30,032,066,440102
440010302002004,44,RI,Rhode Island,1,Bristol County,30200,2,01,NA,30,032,066,440102
440010302002005,44,RI,Rhode Island,1,Bristol County,30200,2,01,NA,30,032,066,440102
440010302002006,44,RI,Rhode Island,1,Bristol County,30200,2,01,NA,30,032,066,440102
440010302002007,44,RI,Rhode Island,1,Bristol County,30200,2,01,NA,30,032,066,440102
440010302002008,44,RI,Rhode Island,1,Bristol County,30200,2,01,NA,30,032,066,440102
440010302002009,44,RI,Rhode Island,1,Bristol County,30200,2,01,NA,30,032,066,440102
440010302002010,44,RI,Rhode Island,1,Bristol County,30200,2,01,NA,30,032,066,440102
440010302002011,44,RI,Rhode Island,1,Bristol County,30200,2,01,NA,30,032,066,440102
440010302002012,44,RI,Rhode Island,1,Bristol County,30200,2,01,NA,30,032,066,440102
440010302002013,44,RI,Rhode Island,1,Bristol County,30200,2,01,NA,30,032,066,440102
440010302002014,44,RI,Rhode Island,1,Bristol County,30200,2,01,NA,30,032,066,440102
440010302002015,44,RI,Rhode Island,1,Bristol County,30200,2,01,NA,30,032,066,440102
440010302002016,44,RI,Rhode Island,1,Bristol County,30200,2,01,NA,30,032,067,440104
440010302002017,44,RI,Rhode Island,1,Bristol County,30200,2,01,NA,30,032,066,440102
440010302002018,44,RI,Rhode Island,1,Bristol County,30200,2,01,NA,30,032,066,440102
440010302002019,44,RI,Rhode Island,1,Bristol County,30200,2,01,NA,30,032,066,440102
440010302002020,44,RI,Rhode Island,1,Bristol County,30200,2,01,NA,30,032,067,440104
440010302002021,44,RI,Rhode Island,1,Bristol County,30200,2,01,NA,30,032,066,440102
440010302002022,44,RI,Rhode Island,1,Bristol County,30200,2,01,NA,30,032,066,440102
440010302002023,44,RI,Rhode Island,1,Bristol County,30200,2,01,NA,30,032,066,440102
440010302002024,44,RI,Rhode Island,1,Bristol County,30200,2,01,NA,30,032,066,440102
440010302002025,44,RI,Rhode Island,1,Bristol County,30200,2,01,NA,30,032,066,440102
440010302002026,44,RI,Rhode Island,1,Bristol County,30200,2,01,NA,30,032,066,440102
440010302002027,44,RI,Rhode Island,1,Bristol County,30200,2,01,NA,30,032,066,440102
440010302002028,44,RI,Rhode Island,1,Bristol County,30200,2,01,NA,30,032,066,440102
440010302003000,44,RI,Rhode Island,1,Bristol County,30200,3,01,NA,30,032,067,440104
440010302003001,44,RI,Rhode Island,1,Bristol County,30200,3,01,NA,30,032,067,440104
440010302003002,44,RI,Rhode Island,1,Bristol County,30200,3,01,NA,30,032,067,440104
440010302003003,44,RI,Rhode Island,1,Bristol County,30200,3,01,NA,30,032,067,440104
440010302003004,44,RI,Rhode Island,1,Bristol County,30200,3,01,NA,30,032,067,440104
440010302003005,44,RI,Rhode Island,1,Bristol County,30200,3,01,NA,30,032,067,440104
440010302003006,44,RI,Rhode Island,1,Bristol County,30200,3,01,NA,30,032,067,440105
440010302003007,44,RI,Rhode Island,1,Bristol County,30200,3,01,NA,30,032,067,440105
440010302003008,44,RI,Rhode Island,1,Bristol County,30200,3,01,NA,30,032,067,440105
440010302003009,44,RI,Rhode Island,1,Bristol County,30200,3,01,NA,30,032,067,440105
440010302003010,44,RI,Rhode Island,1,Bristol County,30200,3,01,NA,30,032,067,440105
440010302003011,44,RI,Rhode Island,1,Bristol County,30200,3,01,NA,30,032,067,440105
440010302003012,44,RI,Rhode Island,1,Bristol County,30200,3,01,NA,30,032,067,440105
440010302003013,44,RI,Rhode Island,1,Bristol County,30200,3,01,NA,30,032,067,440105
440010302003014,44,RI,Rhode Island,1,Bristol County,30200,3,01,NA,30,032,067,440105
440010302003015,44,RI,Rhode Island,1,Bristol County,30200,3,01,NA,30,032,067,440105
440010302003016,44,RI,Rhode Island,1,Bristol County,30200,3,01,NA,30,032,067,440105
440010302003017,44,RI,Rhode Island,1,Bristol County,30200,3,01,NA,30,032,067,440105
440010302003018,44,RI,Rhode Island,1,Bristol County,30200,3,01,NA,30,032,067,440105
440010302003019,44,RI,Rhode Island,1,Bristol County,30200,3,01,NA,30,032,067,440105
440010302003020,44,RI,Rhode Island,1,Bristol County,30200,3,01,NA,30,032,067,440105
440010302003021,44,RI,Rhode Island,1,Bristol County,30200,3,01,NA,30,032,067,440104
440010302003022,44,RI,Rhode Island,1,Bristol County,30200,3,01,NA,30,032,067,440104
440010302003023,44,RI,Rhode Island,1,Bristol County,30200,3,01,NA,30,032,067,440104
440010302003024,44,RI,Rhode Island,1,Bristol County,30200,3,01,NA,30,032,067,440104
440010302003025,44,RI,Rhode Island,1,Bristol County,30200,3,01,NA,30,032,067,440104
440010302003026,44,RI,Rhode Island,1,Bristol County,30200,3,01,NA,30,032,067,440104
440010302003027,44,RI,Rhode Island,1,Bristol County,30200,3,01,NA,30,032,067,440104
440010302003028,44,RI,Rhode Island,1,Bristol County,30200,3,01,NA,30,032,066,440102
440010302003029,44,RI,Rhode Island,1,Bristol County,30200,3,01,NA,30,032,066,440102
440010302003030,44,RI,Rhode Island,1,Bristol County,30200,3,01,NA,30,032,066,440102
440010302003031,44,RI,Rhode Island,1,Bristol County,30200,3,01,NA,30,032,066,440102
440010303001000,44,RI,Rhode Island,1,Bristol County,30300,1,01,NA,30,032,067,440104
440010303001001,44,RI,Rhode Island,1,Bristol County,30300,1,01,NA,30,032,067,440104
440010303001002,44,RI,Rhode Island,1,Bristol County,30300,1,01,NA,30,032,067,440105
440010303001003,44,RI,Rhode Island,1,Bristol County,30300,1,01,NA,30,032,067,440105
440010303001004,44,RI,Rhode Island,1,Bristol County,30300,1,01,NA,30,032,067,440105
440010303001005,44,RI,Rhode Island,1,Bristol County,30300,1,01,NA,30,032,067,440105
440010303001006,44,RI,Rhode Island,1,Bristol County,30300,1,01,NA,30,032,067,440105
440010303001007,44,RI,Rhode Island,1,Bristol County,30300,1,01,NA,30,032,067,440105
440010303001008,44,RI,Rhode Island,1,Bristol County,30300,1,01,NA,30,032,067,440105
440010303001009,44,RI,Rhode Island,1,Bristol County,30300,1,01,NA,30,032,067,440105
440010303001010,44,RI,Rhode Island,1,Bristol County,30300,1,01,NA,30,032,067,440105
440010303001011,44,RI,Rhode Island,1,Bristol County,30300,1,01,NA,30,032,067,440105
440010303001012,44,RI,Rhode Island,1,Bristol County,30300,1,01,NA,30,032,067,440105
440010303001013,44,RI,Rhode Island,1,Bristol County,30300,1,01,NA,30,032,067,440105
440010303001014,44,RI,Rhode Island,1,Bristol County,30300,1,01,NA,30,032,067,440105
440010303001015,44,RI,Rhode Island,1,Bristol County,30300,1,01,NA,30,032,067,440105
440010303001016,44,RI,Rhode Island,1,Bristol County,30300,1,01,NA,30,032,067,440105
440010303001017,44,RI,Rhode Island,1,Bristol County,30300,1,01,NA,30,032,067,440105
440010303001018,44,RI,Rhode Island,1,Bristol County,30300,1,01,NA,30,032,067,440105
440010303001019,44,RI,Rhode Island,1,Bristol County,30300,1,01,NA,30,032,067,440105
440010303001020,44,RI,Rhode Island,1,Bristol County,30300,1,01,NA,30,032,067,440105
440010303001021,44,RI,Rhode Island,1,Bristol County,30300,1,01,NA,30,032,067,440105
440010303001022,44,RI,Rhode Island,1,Bristol County,30300,1,01,NA,30,032,067,440105
440010303001023,44,RI,Rhode Island,1,Bristol County,30300,1,01,NA,30,032,067,440105
440010303001024,44,RI,Rhode Island,1,Bristol County,30300,1,01,NA,30,032,067,440105
440010303001025,44,RI,Rhode Island,1,Bristol County,30300,1,01,NA,30,032,067,440105
440010303001026,44,RI,Rhode Island,1,Bristol County,30300,1,01,NA,30,032,067,440105
440010303001027,44,RI,Rhode Island,1,Bristol County,30300,1,01,NA,30,032,067,440105
440010303001028,44,RI,Rhode Island,1,Bristol County,30300,1,01,NA,30,032,067,440105
440010303001029,44,RI,Rhode Island,1,Bristol County,30300,1,01,NA,30,032,067,440105
440010303001030,44,RI,Rhode Island,1,Bristol County,30300,1,01,NA,30,032,067,440105
440010303001031,44,RI,Rhode Island,1,Bristol County,30300,1,01,NA,30,032,067,440105
440010303002000,44,RI,Rhode Island,1,Bristol County,30300,2,01,NA,30,032,067,440104
440010303002001,44,RI,Rhode Island,1,Bristol County,30300,2,01,NA,30,032,067,440104
440010303002002,44,RI,Rhode Island,1,Bristol County,30300,2,01,NA,30,032,067,440104
440010303002003,44,RI,Rhode Island,1,Bristol County,30300,2,01,NA,30,032,067,440104
440010303002004,44,RI,Rhode Island,1,Bristol County,30300,2,01,NA,30,032,067,440104
440010303002005,44,RI,Rhode Island,1,Bristol County,30300,2,01,NA,30,032,067,440104
440010303002006,44,RI,Rhode Island,1,Bristol County,30300,2,01,NA,30,032,067,440104
440010303002007,44,RI,Rhode Island,1,Bristol County,30300,2,01,NA,30,032,067,440104
440010303002008,44,RI,Rhode Island,1,Bristol County,30300,2,01,NA,30,032,067,440104
440010303002009,44,RI,Rhode Island,1,Bristol County,30300,2,01,NA,30,032,067,440104
440010303002010,44,RI,Rhode Island,1,Bristol County,30300,2,01,NA,30,032,067,440104
440010303002011,44,RI,Rhode Island,1,Bristol County,30300,2,01,NA,30,032,067,440104
440010303002012,44,RI,Rhode Island,1,Bristol County,30300,2,01,NA,30,032,067,440104
440010303002013,44,RI,Rhode Island,1,Bristol County,30300,2,01,NA,30,032,067,440104
440010303002014,44,RI,Rhode Island,1,Bristol County,30300,2,01,NA,30,032,067,440104
440010303002015,44,RI,Rhode Island,1,Bristol County,30300,2,01,NA,30,032,067,440105
440010303002016,44,RI,Rhode Island,1,Bristol County,30300,2,01,NA,30,032,067,440105
440010303002017,44,RI,Rhode Island,1,Bristol County,30300,2,01,NA,30,032,067,440104
440010303002018,44,RI,Rhode Island,1,Bristol County,30300,2,01,NA,30,032,067,440104
440010303002019,44,RI,Rhode Island,1,Bristol County,30300,2,01,NA,30,032,067,440104
440010303002020,44,RI,Rhode Island,1,Bristol County,30300,2,01,NA,30,032,067,440104
440010303002021,44,RI,Rhode Island,1,Bristol County,30300,2,01,NA,30,032,067,440104
440010303002022,44,RI,Rhode Island,1,Bristol County,30300,2,01,NA,30,032,067,440104
440010303002023,44,RI,Rhode Island,1,Bristol County,30300,2,01,NA,30,032,067,440104
440010303002024,44,RI,Rhode Island,1,Bristol County,30300,2,01,NA,30,032,067,440104
440010303002025,44,RI,Rhode Island,1,Bristol County,30300,2,01,NA,30,032,067,440104
440010303002026,44,RI,Rhode Island,1,Bristol County,30300,2,01,NA,30,032,067,440104
440010303002027,44,RI,Rhode Island,1,Bristol County,30300,2,01,NA,30,032,067,440105
440010303002028,44,RI,Rhode Island,1,Bristol County,30300,2,01,NA,30,032,067,440105
440010303002029,44,RI,Rhode Island,1,Bristol County,30300,2,01,NA,30,032,067,440104
440010303002030,44,RI,Rhode Island,1,Bristol County,30300,2,01,NA,30,032,067,440104
